,case_number,year,type,country,species_,date,mes,fatal,sexo,especie_cat,age
1350,1959.10.04,1959,Unprovoked,usa,"White shark, 5 m [16.5'], identified by Dr. W. I. Follett on tooth marks",04-Oct-1959,Oct,n,M,White,30.0
1351,1959.10.00,1959,Unprovoked,fiji,"Tiger shark, 1.8 m [6']",Oct-1959,Oct,n,M,Tiger,36.0
1352,1959.09.26.b,1959,Sea Disaster,usa,"A hammerhead shark, then 8 to 10 other sharks were said to be  involved",26-Sep-1959,Sep,n,M,Unspecified,30.0
1353,1959.08.20,1959,Invalid,philippines,Shark involvement prior to death was not confirmed,20-Aug-1959,Aug,Unknown,M,Unspecified,10.0
1354,1959.08.11,1959,Unprovoked,japan,"Blue shark, 3 m [10']",11-Aug-1959,Aug,y,M,Unspecified,13.0
1355,1959.07.28,1959,Unprovoked,usa,"Hammerhead shark, 1.8 m [6'] S. zygena identified by C. Limbaugh on description",28-Jul-1959,Jul,n,M,Unspecified,25.0
1356,1959.06.14.a,1959,Unprovoked,usa,"Reported to involve a White shark, 6 m to 7m [20' to 23'] ",14-Jun-1959,Jun,y,M,White,33.0
1357,1959.05.07,1959,Unprovoked,usa,"White shark, 3 m [10']; identifed by Dr. W.I. Follett on tooth marks",07-May-1959,May,y,M,White,18.0
1358,1959.05.03,1959,Unprovoked,usa,"Tiger shark, 3.7 m [12']",03-May-1959,May,n,M,Tiger,19.0
1359,1959.02.01,1959,Unprovoked,south africa,1.8 to 2.1 m [6' to 7'] shark,01-Feb-1959,Feb,n,M,Unspecified,14.0
1360,1959.01.31,1959,Unprovoked,australia,"Grey nurse shark, 1.8 m [6']",31-Jan-1959,Jan,n,M,Grey,20.0
1361,1959.01.17.b,1959,Unprovoked,australia,Said to involve 2 sharks: 5.2 m & 6 m [17' & 20'] ,17-Jan-1959,Jan,y,M,Unspecified,22.0
1362,1959.01.17.a,1959,Unprovoked,australia,1.8 m [6'] shark,17-Jan-1959,Jan,n,M,Unspecified,17.0
1363,1959.01.15,1959,Unprovoked,south africa,"White shark, 1.8 m to 2.1 m [6' to 7']  according to Shreuder and a witness",15-Jan-1959,Jan,n,M,White,18.0
1364,1958.12.13,1958,Unprovoked,usa,"Tiger shark, 4.6 m to 7.6 m [15' to 25'] ",13-Dec-1958,Dec,y,M,Tiger,15.0
1365,1958.12.12,1958,Unprovoked,american samoa,Tiger shark,12-Dec-1958,Dec,y,M,Tiger,22.0
1366,1958.11.23,1958,Unprovoked,australia,12' shark,23-Nov-1958,Nov,y,M,Unspecified,21.0
1367,1958.09.06,1958,Unprovoked,bahamas,200-lb shark,06-Sep-1958,Sep,n,M,Unspecified,42.0
1368,1958.07.27.b,1958,Unprovoked,usa,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ",27-Jul-1958,Jul,n,M,Tiger,12.0
1369,1958.07.27.a,1958,Unprovoked,usa,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ",27-Jul-1958,Jul,n,M,Tiger,8.0
1370,1958.07.04.a,1958,Sea Disaster,pacific ocean,Sharks averaged 1.8 m [6'] in length,04-Jul-1958,Jul,n,M,Unspecified,31.0
1371,1958.07.02,1958,Provoked,usa,"Nurse shark, 1.5 m [5']  identified by Dr. E. Clark on description of shark",02-Jul-1958,Jul,n,M,Unspecified,20.0
1372,1958.07.00.b,1958,Unprovoked,bahamas,"Tiger shark, <2 m TL",Jul-1958,Jul,n,M,Tiger,36.0
1373,1958.06.26,1958,Provoked,usa,"Nurse shark, 2.1 m [7']  identified by Dr. E. Clark on color & tooth impressions",26-Jun-1958,Jun,n,M,Unspecified,59.0
1374,1958.06.24,1958,Unprovoked,usa,Tiger shark?,24-Jun-1958,Jun,n,M,Tiger,17.0
1375,1958.04.19,1958,Unprovoked,taiwan,"Mako shark, 100-kg [221-lb] ",19-Apr-1958,Apr,n,M,Unspecified,29.0
1376,1958.04.05,1958,Unprovoked,south africa,3 m [10'] shark,05-Apr-1958,Apr,y,F,Unspecified,28.0
1377,1958.04.03,1958,Unprovoked,south africa,3 m [10'] shark,03-Apr-1958,Apr,y,M,Unspecified,29.0
1378,1958.01.19,1958,Unprovoked,australia,6' shark,19-Jan-1958,Jan,n,M,Unspecified,14.0
1379,1957.12.30,1957,Unprovoked,south africa,1.8 m [6'] shark,30-Dec-1957,Dec,n,F,Unspecified,14.0
1380,1957.12.23,1957,Unprovoked,south africa,>3 m [10'] shark,23-Dec-1957,Dec,y,M,Unspecified,23.0
1381,1957.07.15,1957,Unprovoked,usa,White shark,15-Jul-1957,Jul,y,M,White,57.0
1382,1957.05.11,1957,Unprovoked,australia,4.6 m [15'] shark,11-May-1957,May,n,M,Unspecified,28.0
1383,1957.04.28,1957,Unprovoked,usa,White shark,28-Apr-1957,Apr,y,M,White,25.0
1384,1957.04.22,1957,Provoked,usa,4 m [13'] shark,22-Apr-1957,Apr,n,M,Unspecified,17.0
1385,1957.04.13,1957,Unprovoked,australia,Shark seen feeding on turtle scraps thrown overboard prior to incident.,13-Apr-1957,Apr,n,M,Unspecified,22.0
1386,1956.12.26,1956,Unprovoked,papua new guinea,2.4 m [8'] tiger shark caught 40 hours later with shorts of the boy in its gut,26-Dec-1956,Dec,y,M,Tiger,19.0
1387,1956.10.07,1956,Unprovoked,senegal,Lemon shark,07-Oct-1956,Oct,n,M,Lemon,19.0
1388,1956.08.15.a,1956,Unprovoked,usa,"White shark, 2.7 m [9'] ",15-Aug-1956,Aug,n,M,White,10.0
1389,1956.03.04,1956,Unprovoked,australia,3.7 m [12'] shark & may have been another shark nearby,04-Mar-1956,Mar,y,M,Unspecified,26.0
1390,1956.02.26,1956,Unprovoked,australia,1.8 m [6'] shark,26-Feb-1956,Feb,y,M,Unspecified,15.0
1391,1955.11.16,1955,Unprovoked,papua new guinea,Wobbegong shark,16-Nov-1955,Nov,n,M,Unspecified,8.0
1392,1955.08.08,1955,Unprovoked,american samoa,Blue shark,08-Aug-1955,Aug,y,M,Unspecified,28.0
1393,1955.02.06,1955,Unprovoked,usa,"White shark, 5 m to 6 m [16.5' to 20] ",06-Feb-1955,Feb,n,M,White,19.0
1394,1955.02.05,1955,Unprovoked,australia,3.6 m  white shark  (or bronze whaler),05-Feb-1955,Feb,y,M,White,25.0
1395,1955.01.17,1955,Unprovoked,australia,"Bronze whaler shark,3.7 m [12'] ",17-Jan-1955,Jan,y,M,Unspecified,13.0
1396,1954.06.27,1954,Unprovoked,australia,2.4 m [8']  shark,27-Jun-1954,Jun,n,M,Unspecified,30.0
1397,1954.01.22.a,1954,Unprovoked,argentina,White shark tooth fragment recovered from ankle & identified by Dr. W. I. Follett,22-Jan-1954,Jan,n,M,White,18.0
1398,1954.01.15,1954,Unprovoked,papua new guinea,14' shark,15-Jan-1954,Jan,n,M,Unspecified,26.0
1399,1953.08.00,1953,Invalid,mexico,Invalid,Aug-1953,Aug,Unknown,M,Unspecified,19.0
1400,1953.07.26,1953,Unprovoked,usa,3 m [10'] shark seen in vicinity,26-Jul-1953,Jul,y,M,Unspecified,15.0
1401,1953.02.15,1953,Unprovoked,australia,Wobbegong shark,15-Feb-1953,Feb,n,M,Unspecified,25.0
1402,1952.12.21,1952,Unprovoked,australia,2.4 m [8'] shark,21-Dec-1952,Dec,n,M,Unspecified,25.0
1403,1952.12.07,1952,Unprovoked,usa,"White shark,4.6 m [15'] ",7-Dec-1952,Dec,y,M,White,17.0
1404,1951.12.06,1951,Unprovoked,australia,2.4 m [8']  shark,6-Dec-1951,Dec,y,M,Unspecified,21.0
1405,1951.11.29,1951,Unprovoked,south africa,"White shark, 1.8 m [6'] ",29-Nov-1951,Nov,n,M,White,23.0
1406,1951.11.28.a,1951,Unprovoked,south africa,"White shark, 2.4 m [8'] ",28-Nov-1951,Nov,n,M,White,24.0
1407,1951.03.26,1951,Provoked,australia,"Wobbegong shark, 4'",26-Mar-1951,Mar,n,M,Unspecified,23.0
1408,1951.02.19,1951,Unprovoked,south africa,136-kg [300-lb] shark,19-Feb-1951,Feb,n,M,Unspecified,31.0
1409,1950.11.25,1950,Unprovoked,australia,"White shark, 3m, seen in area and hooked 3 days later",25-Nov-1950,Nov,n,M,White,21.0
1410,1950.10.08,1950,Unprovoked,usa,White shark,28-Oct-1950,Oct,n,M,White,31.0
1411,1950.10.04,1950,Unprovoked,australia,4' shark,04-Oct-1950,Oct,n,M,Unspecified,25.0
1412,1950.08.06,1950,Provoked,el salvador,"1,100-lb shark",06-Aug-1950,Aug,n,M,Unspecified,27.0
1413,1950.02.11,1950,Unprovoked,south africa,"White shark, 3.7 m [12']  according to witnesses",11-Feb-1950,Feb,y,M,White,14.0
1414,1950.00.00.i,1950,Unprovoked,indonesia,"Tiger shark, 3.7 m to 4.3 m  [12' to 14']",Summer 1950,Summer,y,M,Tiger,7.0
1415,1949.11.20,1949,Unprovoked,australia,6' shark,20-Nov-1949,Nov,n,M,Unspecified,36.0
1416,1949.04.17,1949,Unprovoked,australia,"3.3 m [10'9""] shark",17-Apr-1949,Apr,y,M,Unspecified,13.0
1417,1949.01.23,1949,Unprovoked,australia,"White shark, 3.6 m [11'9""] ",23-Jan-1949,Jan,y,M,White,20.0
1418,1949.01.14,1949,Invalid,australia,Invalid,14-Jan-1949,Jan,Unknown,M,Unspecified,32.0
1419,1948.09.22,1948,Unprovoked,greece,Said to be 6.4 m [21'] shark,22-Sep-1948,Sep,y,M,Unspecified,17.0
1420,1948.00.00.d,1948,Provoked,usa,Nurse shark,Summer 1948,Summer,n,M,Unspecified,48.0
1421,1947.12.21,1947,Unprovoked,australia,Grey nurse shark,21-Dec-1947,Dec,n,M,Grey,9.0
1422,1947.08.04,1947,Unprovoked,usa,Possibly C. leucas,04-Aug-1947,Aug,y,M,Unspecified,20.0
1423,1947.04.20,1947,Unprovoked,south africa,"1.5 m, 45-kg shark",20-Apr-1947,Apr,n,M,Unspecified,21.0
1424,1947.03.09,1947,Unprovoked,south africa,"Blacktip shark, 2 m [6.75'] ",09-Mar-1947,Mar,n,M,Unspecified,22.0
1425,1947.01.05,1947,Unprovoked,south africa,>1.6 m shark,05-Jan-1947,Jan,n,M,Unspecified,18.0
1426,1946.08.18,1946,Unprovoked,australia,4.3 m [14'] shark,18-Aug-1946,Aug,y,M,Unspecified,30.0
1427,1946.02.10.b,1946,Unprovoked,australia,"White shark, 4.2 m [13'9""] ",10-Feb-1946,Feb,n,M,White,18.0
1428,1946.01.07,1946,Unprovoked,south africa,1.5 m [5'] shark,07-Jan-1946,Jan,n,M,Unspecified,18.0
1429,1945.03.06,1945,Unprovoked,south africa,Thought to involve a Zambesi shark,06-Mar-1945,Mar,n,M,Unspecified,37.0
1430,1945.00.00.a,1945,Unprovoked,iraq,Bull shark,1945,,n,M,Bull,15.0
1431,1944.07.22,1944,Unprovoked,south africa,"White shark, according to witnesses",22-Jul-144,Jul,y,M,White,17.0
1432,1943.09.23,1943,Unprovoked,panama,"White shark, 2 m [6'9""]  (Tooth fragment recovered from victim's shoulder & identified by J.T. Nicholls)",23-Sep-1943,Sep,y,M,White,20.0
1433,1943.07.00.a,1943,Invalid,mexico,Invalid,Jul-1943,Jul,Unknown,M,Unspecified,25.0
1434,1942.12.26,1942,Unprovoked,australia,Bull shark,26-Dec-1942,Dec,y,F,Bull,15.0
1435,1942.11.01,1942,Unprovoked,south africa,"White shark, 4.5 m  to 6 m [14'9"" to 20'] according to witnesses",01-Nov-1942,Nov,y,M,White,18.0
1436,1942.09.12.a,1942,Unprovoked,australia,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",12-Sep-1942,Sep,n,M,Tiger,24.0
1437,1942.01.04,1942,Unprovoked,australia,"Bull shark, 4 m [13'] ",04-Jan-1942,Jan,y,F,Bull,28.0
1438,1942.00.00.f,1942,Unprovoked,bahamas,1.2 m to 1.5 m [4' to 5'] shark,1942,,n,M,Unspecified,48.0
1439,1941.06.15,1941,Provoked,usa,2.1 m [7'] shark,15-Jun-1941,Jun,n,M,Unspecified,43.0
1440,1941.03.09,1941,Provoked,usa,Mako shark (aka bonito shark) 1.2 m [4'] ,09-Mar-1941,Mar,n,M,Unspecified,53.0
1441,1940.03.31,1940,Unprovoked,south africa,"White shark, species identity confirmed by tooth pattern",31-Mar-1940,Mar,y,M,White,25.0
1442,1940.02.22,1940,Unprovoked,south africa,"White shark, 160-kg [353-lb], identity confirmed by tooth pattern",22-Feb-1940,Feb,y,M,White,17.0
1443,1940.01.23,1940,Unprovoked,australia,3 m [10'] shark,23-Jan-1940,Jan,y,M,Unspecified,13.0
1444,1940.01.07,1940,Unprovoked,south africa,2.4 m [8'] shark,07-Jan-1940,Jan,y,M,Unspecified,18.0
1445,1939.12.14,1939,Unprovoked,australia,2.6 m [8.5'] shark landed 2 hours later,14-Dec-1939,Dec,y,M,Unspecified,20.0
1446,1939.07.16,1939,Provoked,bahamas,"Nurse shark, 2.1 m [7']",16-Jul-1939,Jul,n,M,Unspecified,38.0
1447,1938.10.05,1938,Provoked,australia,"Tiger shark, 6'",05-Oct-1938,Oct,n,M,Tiger,18.0
1448,1938.05.15,1938,Unprovoked,iraq,Bull shark,15-May-1938,May,n,M,Bull,9.0
1449,1938.01.14,1938,Invalid,australia,Questionable incident,14-Jan-1938,Jan,Unknown,M,Unspecified,24.0
1450,1937.10.27.b,1937,Unprovoked,australia,Tiger shark,27-Oct-1937,Oct,y,M,Tiger,25.0
1451,1937.10.27.a,1937,Unprovoked,australia,"Tiger shark,  3.6 m [11'9""], 850-kg [1874-lb] female, contained Girvan's remains ",27-Oct-1937,Oct,y,M,Tiger,18.0
1452,1937.08.31,1937,Unprovoked,australia,"Tiger shark, 9' to 10' ",31-Aug-1937,Aug,n,M,Tiger,38.0
1453,1937.05.15,1937,Unprovoked,australia,2 days later a 600-lb shark was caught 100 yards from the site,15-May-1937,May,y,M,Unspecified,33.0
1454,1937.02.13,1937,Unprovoked,australia,White shark,13-Feb-1937,Feb,y,M,White,32.0
1455,1936.07.25,1936,Unprovoked,usa,White shark (identified by Dr. Hugh Smith) ,25-Jul-1936,Jul,y,M,White,16.0
1456,1936.04.22,1936,Unprovoked,australia,"Tiger shark, 4.6 m [15'] ",22-Apr-1936,Apr,n,M,Tiger,16.0
1457,1936.02.04,1936,Unprovoked,australia,White shark,04-Feb-1936,Feb,y,M,White,14.0
1458,1936.01.22,1936,Unprovoked,australia,White shark,22-Jan-1936,Jan,y,M,White,13.0
1459,1935.08.26,1935,Unprovoked,australia,3.7 m [12'] shark,26-Aug-1935,Aug,y,M,Unspecified,38.0
1460,1935.03.09,1935,Unprovoked,australia,"White shark, 4 m [13'] ",09-Mar-1935,Mar,y,M,White,27.0
1461,1935.03.02,1935,Unprovoked,australia,"White shark, 3.5 m to 4 m [11.5' to 13'] ",02-Mar-1935,Mar,y,M,White,22.0
1462,1934.12.31.b,1934,Unprovoked,australia,"Tiger shark, 1.5 m [5'] ",31-Dec-1934,Dec,n,F,Tiger,13.0
1463,1934.04.01.a,1934,Unprovoked,australia,4.3 m [14'] shark seen in vicinity,01-Apr-1934,Apr,y,M,Unspecified,15.0
1464,1934.03.12,1934,Unprovoked,australia,4 m [13'] shark seen in vicinity,12-Mar-1934,Mar,y,M,Unspecified,17.0
1465,1934.01.07,1934,Unprovoked,australia,4.3 m [14'] shark seen in area previous week,07-Jan-1934,Jan,n,M,Unspecified,22.0
1466,1932.10.31,1932,Unprovoked,australia,Thought to involve a mako or grey nurse shark,31-Oct-1932,Oct,n,M,Grey,24.0
1467,1932.00.00,1932,Unprovoked,south africa,"Raggedtooth shark, 1.2 m to 1.5 m [4' to 5'] ",1932,,n,M,Unspecified,23.0
1468,1931.02.10,1931,Invalid,australia,Shark involvement prior to death unconfirmed,10-Feb-1931,Feb,Unknown,M,Unspecified,39.0
1469,1931.01.07,1931,Unprovoked,australia,1.5 m [5'] shark,07-Jan-1931,Jan,n,M,Unspecified,18.0
1470,1930.02.15,1930,Unprovoked,australia,White shark 4.9 m [16'] ,15-Feb-1930,Feb,y,M,White,18.0
1471,1930.01.16,1930,Unprovoked,south africa,"White shark, 4.5 m [14'9""], identity confirmed by witness & tooth pattern",16-Jan-1930,Jan,n,M,White,23.0
1472,1929.04.11,1929,Provoked,australia,"Grey nurse shark, 4' ",11-Apr-1929,Apr,n,M,Grey,19.0
1473,1929.02.08,1929,Unprovoked,australia,Galapagos shark,08-Feb-1929,Feb,y,M,Unspecified,39.0
1474,1929.01.12,1929,Unprovoked,australia,12' shark,12-Jan-1929,Jan,y,M,Unspecified,14.0
1475,1928.11.04,1928,Unprovoked,panama,Morenos leg  & part of his swim suit found in 9' shark caught two hours after the attack. Identified as carcharhinid shark by L. Schultz & C. Limbaugh on photograph,04-Nov-1928,Nov,y,M,Unspecified,17.0
1476,1928.04.06,1928,Unprovoked,australia,4' shark,06-Apr-1928,Apr,n,M,Unspecified,15.0
1477,1928.01.00,1928,Unprovoked,south africa,1.2 m [4'] shark,Jan-1928,Jan,n,M,Unspecified,18.0
1478,1927.12.28,1927,Unprovoked,south africa,"White shark, 4.4 m [14.5'] . ",28-Dec-1927,Dec,y,M,White,17.0
1479,1927.03.01,1927,Unprovoked,australia,Grey nurse shark?,11-Mar-1927,Mar,n,M,Grey,17.0
1480,1927.01.03,1927,Unprovoked,australia,3.7 m [12'] shark,03-Jan-1927,Jan,y,M,Unspecified,15.0
1481,1926.10.23.b,1926,Unprovoked,australia,"Grey nurse shark, 4'",23-Oct-1926,Oct,n,M,Grey,17.0
1482,1926.07.23,1926,Unprovoked,italy,Said to involve 6 to 7 m [20' to 23'] white shark,23-Jul-1926,Jul,y,M,White,20.0
1483,1926.07.08,1926,Unprovoked,usa,1.5 m [5'] white shark or sevengill shark,08-Jul-1926,Jul,n,M,White,15.0
1484,1925.11.22,1925,Unprovoked,australia,"Tiger shark, 4 m [13'] female",22-Nov-1925,Nov,y,M,Tiger,55.0
1485,1925.03.27,1925,Unprovoked,australia,Said to be a small shark,07-Mar-1925 or 27-Mar-1925,MarMar,n,M,Unspecified,16.0
1486,1924.01.19,1924,Unprovoked,australia,3 m [10'] shark,09-Jan-1924,Jan,y,M,Unspecified,16.0
1487,1922.12.05,1922,Unprovoked,australia,"2.7 m [9'] ""blue"" shark",05-Dec-1922,Dec,y,M,Unspecified,19.0
1488,1922.05.24,1922,Unprovoked,jamaica,6' shark,24-May 1922,May,y,M,Unspecified,19.0
1489,1922.05.06,1922,Unprovoked,south africa,"White shark, 12', identity confirmed by tooth fragment, witness and photograph of captured shark ",06-May-1922,May,n,M,White,18.0
1490,1922.03.02,1922,Unprovoked,australia,"White shark, 2.4 m [8'] ",02-Mar-1922,Mar,y,M,White,21.0
1491,1922.02.04,1922,Unprovoked,australia,White shark,04-Feb-1922,Feb,y,M,White,18.0
1492,1919.01.09,1919,Unprovoked,australia,12' shark,09-Jan-1919,Jan,y,M,Unspecified,13.0
1493,1916.07.01,1916,Unprovoked,usa,Thought to involve a 2.6 m [8.5'] white shark,01-Jul-1916,Jul,y,M,White,24.0
1494,1912.01.26,1912,Unprovoked,australia,"2.8 m [9'3""] whaler shark captured 3 days later with his remains in its gut",26-Jan-1912,Jan,y,M,Unspecified,21.0
1495,1906.01.20,1906,Unprovoked,south africa,1.8 m to 2.7 m [6' to 9'] shark,20-Jan-1906,Jan,y,M,Unspecified,30.0
1496,1905.03.26,1905,Unprovoked,australia,5' shark,26-Mar-1905,Mar,n,M,Unspecified,40.0
1497,1901.07.30,1901,Unprovoked,south africa,White shark,30-Jul-1901,Jul,y,M,White,29.0
1498,1894.11.28,1997,Unprovoked,australia,10' to 12' shark,28-Nov-1894,Nov,n,M,Unspecified,19.0
1499,1892.03.02,1997,Provoked,australia,12' shark,02-Mar-1892,Mar,n,M,Unspecified,21.0
1500,1880.11.25,1997,Unprovoked,australia,Bull shark,25-Nov-1880,Nov,y,M,Bull,12.0
1501,1868.05.13,1997,Unprovoked,india,Identified as C. gangeticus by Dr. J. Fayrer,13-May-1868,May,y,M,Unspecified,35.0
1502,1800.00.00,1997,Unprovoked,seychelles,,1800,,y,F,,28.0
1503,1797.05.28.R,1997,Unprovoked,Unknown,,Reported May-28-1797,ReportedMay,y,,,28.0
1504,1792.09.12,1997,Provoked,england,,12-Sep-1792,Sep,y,M,,28.0
1505,1791.00.00,1997,Unprovoked,australia,,1791,,y,F,,28.0
1506,1788.05.10,1997,Boat,australia,,10-May-1788,May,n,,,28.0
1507,1787.07.05,1997,Unprovoked,Unknown,,05-Jul-1787,Jul,y,M,,28.0
1508,1786.08.10.R,1997,Unprovoked,barbados,,Reported 10-Aug-1786,ReportedAug,y,M,,28.0
1509,1785.09.26.R,1997,Unprovoked,england,Tiger shark?,Reported 26-Sep-1785,ReportedSep,y,M,Tiger,28.0
1510,1784.12.12,1997,Unprovoked,jamaica,,12-Dec-1784,Dec,y,M,,28.0
1511,1783.03.02,1997,Sea Disaster,martinique,,02-Mar-1783,Mar,y,M,,28.0
1512,1780.08.08,1997,Unprovoked,usa,,08-Aug-1780,Aug,y,M,,28.0
1513,1779.00.00,1997,Unprovoked,usa,,1779,,y,M,,28.0
1514,1776.00.00.R,1997,Unprovoked,guinea,,Reported 1776,Reported,y,M,,28.0
1515,1776.00.00.b,1997,Boat,greenland,White sharks,1776,,y,,White,28.0
1516,1771.07.12.R,1997,Unprovoked,usa,,Reported 12-Jul-1771,ReportedJul,y,M,,28.0
1517,1767.00.00,1997,Invalid,france,Description of shark does not ring true,1767,,Unknown,M,Unspecified,28.0
1518,1764.00.00,1997,Unprovoked,spain,,1764,,y,M,,28.0
1519,1758.00.00,1997,Unprovoked,mediterranean sea,"""The fish was harpooned, dried, and presented to the sailor, who went round Europe exhibiting it  It was said to be 20 feet long.",1758,,n,M,Unspecified,28.0
1520,1753.10.27.R,1997,Unprovoked,jamaica,,Reported 27-Oct-1753,ReportedOct,y,M,,28.0
1521,1751.07.27,1997,Unprovoked,usa,,27-Jul-1751,Jul,y,M,,28.0
1522,1749.00.00,1997,Unprovoked,cuba,,1749,,n,M,,14.0
1523,1755.00.00,1997,Unprovoked,sweden,,1755,,Unknown,M,,28.0
1524,1748.00.00,1997,Unprovoked,panama,,1748,,y,M,,28.0
1525,1742.12.17,1997,Unprovoked,Unknown,,17-Dec-1742,Dec,y,M,,28.0
1526,1738.04.06.R,1997,Unprovoked,italy,,Reported 06-Apr-1738,ReportedApr,y,M,,28.0
1527,1733.00.00,1997,Invalid,iceland,Shark involvement prior to death unconfirmed,1733,,Unknown,,Unspecified,28.0
1528,1723.00.00,1997,Unprovoked,roatan,,1723,,Unknown,M,,28.0
1529,1721.06.00,1997,Unprovoked,italy,"White shark, 1600-lb female ",June 1721,June,y,M,White,28.0
1530,1703.03.26,1997,Unprovoked,barbados,,26-Mar-1703,Mar,n,M,,19.0
1531,1700.00.00.c,1997,Unprovoked,france,,1700s,,y,M,,28.0
1532,1700.00.00.b,1997,Unprovoked,france,White shark,1700s,,n,M,White,28.0
1533,1700.00.00.a,1997,Unprovoked,barbados,,1700s,,y,M,,28.0
1534,1642.00.00.b,1997,Invalid,guinea,Questionable,Late 1600s Reported 1728,LateReported,Unknown,M,Unspecified,28.0
1535,1638.00.00.R,1997,Unprovoked,Unknown,,Reported 1638,Reported,Unknown,M,,28.0
1536,1637.00.00.R,1997,Unprovoked,india,,Reported 1637,Reported,Unknown,,,28.0
1537,1617.00.00.R,1997,Unprovoked,india,,Reported 1617,Reported,Unknown,,,28.0
1538,1642.00.00,1997,Unprovoked,usa,,1642,,y,M,,28.0
1539,1595.00.00,1997,Unprovoked,india,,1595,,Unknown,M,,28.0
1540,1580.01.10.R,1997,Unprovoked,between portugal & india,,Letter dated 10-Jan-1580,LetterJan,y,M,,28.0
1541,1555.00.00,1997,Unprovoked,Unknown,,1555,,Unknown,M,,28.0
1542,1554.00.00,1997,Unprovoked,france,Possibly white sharks,Ca. 1554,Ca,Unknown,M,White,28.0
1543,1543.00.00,1997,Unprovoked,venezuela,,Ca. 1543,Ca,y,M,,28.0
1544,0500.00.00,1997,Unprovoked,mexico,,Circa 500 A.D.,Circa,n,M,,28.0
1545,0077.00.00,1997,Unprovoked,Unknown,,77  A.D.,,y,M,,28.0
1546,0005.00.00,1997,Unprovoked,australia,,Ca. 5 A.D.,Ca,n,M,,28.0
1547,0000.0214,1997,Unprovoked,Unknown,,Ca. 214 B.C.,Ca,y,M,,28.0
1548,0000.0336,1997,Unprovoked,greece,,Ca. 336.B.C..,Ca,y,M,,28.0
1549,0000.0493,1997,Sea Disaster,greece,,493 B.C.,,y,M,,28.0
1550,0000.0725,1997,Sea Disaster,italy,,Ca. 725 B.C.,Ca,y,M,,28.0
1551,ND-0154,1997,Unprovoked,canada,,Before 1939,Before,n,M,,28.0
1552,ND-0153,1997,Unprovoked,kenya,,1990 or 1991,,n,M,,28.0
1553,ND-0152,1997,Unprovoked,kenya,,Before 2016,Before,y,M,,28.0
1554,ND-0151,1997,Unprovoked,panama,,Before Oct-2009,BeforeOct,y,M,,20.0
1555,ND-0150,1997,Unprovoked,uruguay,,Before 1934,Before,n,,,28.0
1556,ND-0149,1997,Unprovoked,uruguay,,Before 1934,Before,y,M,,28.0
1557,ND-0148,1997,Unprovoked,usa,,2009?,,n,M,,28.0
1558,ND-1940,1997,Unprovoked,papua new guinea,,Before 1930,Before,y,M,,28.0
1559,ND-0139,1997,Unprovoked,australia,,1880-1899,,n,F,,15.0
1560,ND-0138,1997,Unprovoked,australia,,Before 1909,Before,y,M,,28.0
1561,ND-0136,1997,Unprovoked,usa," Galapagos shark, 6'",Before 2012,Before,n,M,Unspecified,28.0
1562,ND-0135,1997,Unprovoked,bermuda,,Before 1916,Before,y,M,,28.0
1563,ND-0134,1997,Unprovoked,greece,,Between   1951-1963,Between,y,F,,28.0
1564,ND-0133,1997,Unprovoked,usa,Basking shark,Before 1908,Before,y,M,Unspecified,28.0
1565,ND-0132,1997,Provoked,india,,Before 1900,Before,n,M,,28.0
1566,ND-0130,1997,Unprovoked,lebanon,,Before 1876,Before,n,M,,28.0
1567,ND-0129,1997,Unprovoked,spain,,Before 2012,Before,n,,,28.0
1568,ND-0127,1997,Unprovoked,sudan,,Before 2011,Before,n,F,,28.0
1569,ND-0124,1997,Provoked,Unknown,,Before 2011,Before,n,M,,28.0
1570,ND-0123,1997,Unprovoked,usa,"Blacktip shark, 5'",Before 2009,Before,n,F,Unspecified,21.0
1571,ND-0122,1997,Unprovoked,usa,,Beforer 1994,Beforer,n,M,,28.0
1572,ND-0119,1997,Unprovoked,djibouti,,Before 1963,Before,y,,,28.0
1573,ND-0118,1997,Unprovoked,libya,,1896-1913,,y,M,,28.0
1574,ND-0116,1997,Unprovoked,australia,,Before 1936,Before,n,M,,28.0
1575,ND-0115,1997,Unprovoked,new zealand,,Before 08-Jun-1912,BeforeJun,y,M,,28.0
1576,ND-0114,1997,Unprovoked,Unknown,,Before 2012,Before,n,F,,28.0
1577,ND-0113,1997,Unprovoked,vietnam,,Before 1911,Before,n,M,,28.0
1578,ND-0111,1997,Unprovoked,sri lanka,,Before 1901,Before,n,M,,28.0
1579,ND.0110,1997,Unprovoked,venezuela,said to involve 2.5 m hammerhead sharks,"No date, late 1960s",No,y,M,Unspecified,28.0
1580,ND-0109,1997,Unprovoked,usa,,Before 2006,Before,n,M,,28.0
1581,ND-0108,1997,Unprovoked,greece,,Before 2003,Before,y,M,,28.0
1582,ND-0107,1997,Boat,mozambique,Whale shark,Before 2004,Before,n,,Unspecified,28.0
1583,ND-0106,1997,Unprovoked,south africa,,Before 1962,Before,y,M,,28.0
1584,ND.0104,1997,Unprovoked,australia,Tiger shark,1950s,,n,M,Tiger,28.0
1585,ND.0102,1997,Unprovoked,bahrein,Tiger shark,"No date, Before 1963",NoBefore,y,M,Tiger,28.0
