,case_number,year,country,age,species_,mes,fatal,sexo,especie_cat,age_limpio
1169,1972.05.28,1972,usa,32,"White shark, 4.4 m to 5 m [14.5' to 16.5'] ",May,n,M,White,32.0
1170,1972.02.20,1972,australia,18,7' shark,Feb,n,M,Unspecified,18.0
1171,1972.01.01.b,1972,south africa,30,Zambesi shark,Jan,n,F,Unspecified,30.0
1172,1972.01.01.a,1972,mozambique,24,"White shark, 2.5 m [8.25'] ",Jan,n,M,White,24.0
1173,1971.12.16,1971,south africa,16,"White shark, 3 m [10']rk",Dec,n,F,White,16.0
1174,1971.10.23,1971,usa,18,5' to 6' shark,Oct,n,M,Unspecified,18.0
1175,1971.10.14,1971,south africa,25,1.5 m to 2 m shark,Oct,n,M,Unspecified,25.0
1176,1971.10.02,1971,usa,30,"White shark, 5 m to 6 m [16.5' to 20']  ",Oct,n,M,White,30.0
1177,1971.09.07,1971,croatia,34,White shark,Sep,y,M,White,34.0
1178,1971.08.21,1971,australia,26,"Grey nurse shark, 11'",Aug,n,M,Grey,26.0
1179,1971.06.30,1971,south africa,21,"White shark, 3 m [10'], species identity confirmed by witnesses & tooth pattern in leg & board ",Jun,n,M,White,21.0
1180,1971.04.11,1971,south africa,>50,White shark according to tooth pattern and witnesses,Apr,y,M,White,50.0
1181,1971.03.30,1971,new zealand,16,"White shark, 4.6 m [15'] ",Mar,n,M,White,16.0
1182,1970.09.28,1970,micronesia,43,1.8 to 2 m C. albimarginatus,Sep,n,M,Unspecified,43.0
1183,1970.06.15,1970,south africa,25,"Raggedtooth shark, 2 m [6'9""], 5-year-old, captive female ",Jun,n,M,Unspecified,25.0
1184,1969.09.06,1969,usa,53,"White shark, 4.3 m 4.9 m [14' to 16'] ",Sep,n,M,White,53.0
1185,1969.08.01,1969,usa,13,4' shark,Aug,n,M,Unspecified,13.0
1186,1969.05.24,1969,usa,23,Nurse shark,May,n,M,Unspecified,23.0
1187,1969.03.09,1969,usa,16,"White shark, identified by tooth fragments in surfboard",Mar,n,M,White,16.0
1188,1969.02.17.R,1969,australia,49,7-gill shark,ReportedFeb,n,M,Unspecified,49.0
1189,1968.12.26,1968,australia,27,"Grey nurse shark, 10' ",Dec,n,M,Grey,27.0
1190,1968.12.25,1968,new zealand,17,White shark,Dec,n,M,White,17.0
1191,1968.09.15,1968,new zealand,24,"White shark, 4.3 m [14'], (tooth fragment recovered)",Sep,y,M,White,24.0
1192,1968.08.08,1968,columbia,18,2 m shark,Aug,n,M,Unspecified,18.0
1193,1968.07.27,1968,usa,25,"White shark, 4 m [13'] ",Jul,n,M,White,25.0
1194,1968.07.16,1968,usa,33,4m [13'] shark,Jul,n,M,Unspecified,33.0
1195,1968.04.29,1968,usa,63,Shark involvement not confirmed,Apr,,M,Unspecified,63.0
1196,1968.03.25,1968,south africa,35,1.5 m to 1.8m [5' to 6'] shark,Mar,n,M,Unspecified,35.0
1197,1968.03.00,1968,usa,28,Invalid,Mar,,M,Unspecified,28.0
1198,1968.02.04,1968,australia,26,"Bronze whaler shark, 3 m [10'] ",Feb,n,M,Unspecified,26.0
1199,1967.12.30,1967,south africa,22,1.5 m to 1.8 m [5' to 6'] shark,Dec,n,M,Unspecified,22.0
1200,1967.10.17,1967,usa,19,small blacktip shark,Oct,n,M,Unspecified,19.0
1201,1967.08.27,1967,usa,24,5' blue shark,Aug,n,M,Unspecified,24.0
1202,1967.08.19,1967,australia,23,White shark,Aug,y,M,White,23.0
1203,1967.08.10,1967,australia,? & 19,Shark involvement prior to death was not confirmed,Aug,,M,Unspecified,19.0
1204,1967.08.07,1967,usa,15,"Nurse shark, 106 cm, 28-lb, male ",Aug,n,M,Unspecified,15.0
1205,1967.08.00.b,1967,bahamas,41,1.5 m to 1.8 m [5' to 6'] sandbar shark,Aug,n,M,Unspecified,41.0
1206,1967.06.13,1967,usa,26,"Nurse shark, 1 m ",Jun,n,M,Unspecified,26.0
1207,1967.03.19,1967,south africa,32,"White shark, 3 m [10'] ",Mar,n,M,White,32.0
1208,1967.03.12,1967,australia,36,Grey nurse shark,Mar,n,M,Grey,36.0
1209,1967.03.09,1967,new zealand,21,Thought to involve a white shark,Mar,y,M,White,21.0
1210,1966.10.30,1966,papua new guinea,13,3.7 m [12'] shark,Oct,y,F,Unspecified,13.0
1211,1966.10.29,1966,papua new guinea,8,3.7 m [12'] shark,Oct,y,F,Unspecified,8.0
1212,1966.09.27,1966,australia,32,"Bronze whaler shark, 2.1 m [7'], a tooth was embedded in the speargun ",Sep,n,M,Unspecified,32.0
1213,1966.09.10,1966,australia,43,"Mako shark, 1.9 m [6.5'] ",Sep,n,M,Unspecified,43.0
1214,1966.08.21.b,1966,new britain,13,A pack of 6 sharks,Aug,y,F,Unspecified,13.0
1215,1966.08.21.a,1966,new britain,9,A pack of 6 sharks,Aug,y,F,Unspecified,9.0
1216,1966.08.00.b,1966,usa,26,Invalid,MidAug,,M,Unspecified,26.0
1217,1966.08.00.a,1966,usa,8,Spinner or blacktip sharks,Aug,n,M,Unspecified,8.0
1218,1966.07.19,1966,usa,34,4' shark,Jul,n,M,Unspecified,34.0
1219,1966.07.03,1966,usa,46,Invalid,Jul,,M,Unspecified,46.0
1220,1966.06.22,1966,usa,15,"Local authorities speculated that the water was too cold for sharks, but a 2.1 m [7'], 200-lb pregnant sandbar shark was caught next day",Jun,n,M,Unspecified,15.0
1221,1966.06.11,1966,usa,18,1.2 m [4'] hammerhead shark,Jun,n,M,Unspecified,18.0
1222,1966.06.04,1966,usa,18,a small shark,Jun,n,M,Unspecified,18.0
1223,1966.05.16.b,1966,usa,24,Invalid,May,,M,Unspecified,24.0
1224,1966.02.27,1966,australia,13,"White shark, 2.5 m [8.25'], an immature female, previously injured",Feb,n,M,White,13.0
1225,1966.01.29,1966,south africa,33,Copper shark,Jan,n,M,Unspecified,33.0
1226,1966.01.22,1966,usa,29,"White shark, 3 m [10'] ",Jan,n,M,White,29.0
1227,1966.01.11,1966,south africa,16,1.5 m to 1.8 m [5' to 6'] Zambesi shark,Jan,n,M,Unspecified,16.0
1228,1966.01.09,1966,south africa,15,"1.8 m to 2 m [6' to 6'9""] shark",Jan,n,M,Unspecified,15.0
1229,1966.01.05,1966,usa,35,Hammerhead shark,Jan,n,M,Unspecified,35.0
1230,1966.00.00,1966,usa,15,Shark involvement not confirmed,Summer,,F,Unspecified,15.0
1231,1965.11.03.a,1965,australia,24,"Grey nurse shark, 2.4 m [8'] ",Nov,n,M,Grey,24.0
1232,1965.04.25,1965,usa,19,Invalid,Apr,,M,Unspecified,19.0
1233,1965.04.10,1965,usa,28,"White shark, 10' to 12' ",Apr,n,M,White,28.0
1234,1965.04.04.b,1965,palau,8,"Tiger shark, tooth fragment recovered",Apr,n,M,Tiger,8.0
1235,1965.04.04.a,1965,usa,17,Blacktip or spinner shark,Apr,n,M,Unspecified,17.0
1236,1965.03.14,1965,usa,16,Mako shark,Mar,n,M,Unspecified,16.0
1237,1965.02.14,1965,south africa,25,"1.8 m [6'], 136-kg [300-lb] shark ",Feb,n,M,Unspecified,25.0
1238,1965.02.04,1965,usa,18,1.2 m [4'] shark,Feb,n,M,Unspecified,18.0
1239,1965.01.23,1965,south africa,22,"White shark, 3.7 m [12'] ",Jan,n,M,White,22.0
1240,1964.12.25,1964,south africa,19,Raggedtooth shark ,Dec,n,M,Unspecified,19.0
1241,1964.12.09,1964,papua new guinea,28,2.1 m [7'] shark,Dec,n,M,Unspecified,28.0
1242,1964.11.29,1964,australia,25,"White shark, 2.4 m [8'] ",Nov,n,M,White,25.0
1243,1964.10.04,1964,australia,19,"Grey nurse shark, 1.8 m [6']",Oct,n,M,Grey,19.0
1244,1964.09.07,1964,taiwan,20,1.8 m [6'] shark,Sep,n,M,Unspecified,20.0
1245,1964.08.23,1964,mexico,19,1.8 to 2.4 m [6' to 8'] shark,Aug,n,M,Unspecified,19.0
1246,1964.08.22,1964,usa,18,Invalid,Aug,,M,Unspecified,18.0
1247,1964.08.08,1964,usa,28,Hammerhead shark,Aug,n,M,Unspecified,28.0
1248,1964.06.28,1964,usa,29,Shark involvement prior to death was not confirmed,Jun,,F,Unspecified,29.0
1249,1964.06.02,1964,south africa,40,Shark involvement prior to death was not confirmed,Jun,,M,Unspecified,40.0
1250,1964.05.08,1964,fiji,35,Tiger shark,May,y,M,Tiger,35.0
1251,1964.03.05,1964,usa,38,1.7 m [5.5'] shark,Mar,n,M,Unspecified,38.0
1252,1964.02.10,1964,new zealand,26,"White shark, 3 m [10'] ",Feb,n,M,White,26.0
1253,1964.02.08,1964,south africa,25,"White shark, 1.5 m [5'] k",Feb,n,M,White,25.0
1254,1964.02.05.a,1964,new zealand,19,"White shark, 3 m to 3.7 m [10' to 12'] ",Feb,y,M,White,19.0
1255,1964.02.02,1964,australia,23,Shark involvement prior to death was not confirmed,Feb,,M,Unspecified,23.0
1256,1964.01.11,1964,usa,21,White shark (tooth fragment recovered),Jan,n,M,White,21.0
1257,1963.12.29,1963,south africa,20,"Zambesi shark, 1.8 m [6'] ",Dec,n,F,Unspecified,20.0
1258,1963.12.26.b,1963,south africa,24,1.8 m [6']  shark,Dec,n,M,Unspecified,24.0
1259,1963.12.22.a,1963,south africa,13,"Dusky shark, 1 m ",Dec,n,M,Unspecified,13.0
1260,1963.12.20.a,1963,south africa,15,300- to 400-lb Zambesi shark,Dec,y,M,Unspecified,15.0
1261,1963.12.08,1963,australia,23,White shark,Dec,n,M,White,23.0
1262,1963.11.30.b,1963,new zealand,20,Possibly a broadnose 7-gill shark,Nov,n,M,Unspecified,20.0
1263,1963.11.30.a,1963,papua new guinea,18,Tiger shark,Nov,n,F,Tiger,18.0
1264,1963.11.28,1963,fiji,21,>1.2 m [4'] tiger shark,Nov,n,F,Tiger,21.0
1265,1963.11.04,1963,palau,35,Dooley believed his Injury was caused by stingray (Dasyatidae family),Nov,n,M,Unspecified,35.0
1266,1963.10.16,1963,usa,28,500-lb shark,Oct,n,M,Unspecified,28.0
1267,1963.09.22,1963,solomon islands,30,5.5 m [18'] shark,Sep,y,M,Unspecified,30.0
1268,1963.09.13,1963,australia,18,1.5 m [5'] shark,Sep,n,M,Unspecified,18.0
1269,1963.09.10,1963,usa,16,"Nurse shark, 1.2 m [4'] ",Sep,n,M,Unspecified,16.0
1270,1963.07.28,1963,federated states of micronesia,26,Tiger shark,Jul,n,M,Tiger,26.0
1271,1963.06.01.b,1963,greece,42,"White shark, 3 m ",Jun,y,F,White,42.0
1272,1963.06.01.a,1963,papua new guinea,30,1.8 m [6'] shark,Jun,n,M,Unspecified,30.0
1273,1963.04.20,1963,usa,25,"Hand found in gut of 2.9 m to 3.3 m [9'7"" to 10'11""] Galapagos shark, C. galapagensis",Apr,y,M,Unspecified,25.0
1274,1963.04.12,1963,usa,15,3.7 to 4.5 m [12' to 15'] shark seen in vicinity,Apr,n,M,Unspecified,15.0
1275,1963.02.24,1963,australia,18,"Bronze whaler shark, 3 m [10'] ",Feb,n,M,Unspecified,18.0
1276,1963.02.08,1963,fiji,28,"White shark, 2.1 m [7'] ",Feb,n,M,White,28.0
1277,1963.01.28,1963,australia,32,"Tooth fragments of whaler shark were recovered, a bull shark, according to Edwards",Jan,y,F,Bull,32.0
1278,1963.01.26,1963,australia,25,Shark involvement prior to death was not confirmed,Jan,,M,Unspecified,25.0
1279,1963.01.11,1963,south africa,27,1 m shark,Jan,n,M,Unspecified,27.0
1280,1963.01.06,1963,south africa,24,"Zambesi shark, 2 m [6'9""] ",Jan,n,M,Unspecified,24.0
1281,1962.12.09,1962,australia,16,"White shark, 4.3 m [14'] (or bronze whaler)",Dec,y,M,White,16.0
1282,1962.11.11,1962,usa,24,"White shark, 4.3 m to 4.9m [14' to 16']",Nov,n,M,White,24.0
1283,1962.10.25,1962,mexico,32,2.7 m [9'] shark,Oct,y,M,Unspecified,32.0
1284,1962.09.30,1962,british west indies,24," Blacktip shark, C. maculipinnis. 1.9 m to 2.1 m [6.5' to 7'] ",Sep,n,M,Unspecified,24.0
1285,1962.09.02,1962,italy,28,White shark,Sep,y,M,White,28.0
1286,1962.08.30.a,1962,papua new guinea,49,"""A long thin brown-colored shark""",Aug,n,M,Unspecified,49.0
1287,1962.08.29,1962,usa,39,"Horn shar,k Heterodontus francisci, 1.2 m [4'] ",Aug,n,M,Unspecified,39.0
1288,1962.08.19,1962,usa,40,Unknown,Aug,y,M,Unspecified,40.0
1289,1962.08.12,1962,usa,24,1.8 m [6'] shark,Aug,n,M,Unspecified,24.0
1290,1962.07.19,1962,usa,19,Blue shark,Jul,n,M,Unspecified,19.0
1291,1962.06.17,1962,usa,11,1.8 m [6'] shark,Jun,n,M,Unspecified,11.0
1292,1962.06.04,1962,usa,55," Sevengill  shark, 1.2 m [4'] ",Jun,n,M,Unspecified,55.0
1293,1962.04.07,1962,south africa,13,"Zambesi shark, 1.2 m [4'] ",Apr,n,M,Unspecified,13.0
1294,1962.03.24,1962,papua new guinea,10,Possibly a bronze whaler shark,Mar,y,M,Unspecified,10.0
1295,1962.02.05,1962,south africa,13,"White shark, 3 m ",Feb,y,M,White,13.0
1296,1962.02.04,1962,australia,35,60 cm  shark ,Feb,n,M,Unspecified,35.0
1297,1962.01.27,1962,new zealand,18,1.5 m [5'] shark,Jan,n,M,Unspecified,18.0
1298,1962.01.18,1962,south africa,40,Shark involvement prior to death was not confirmed,Jan,,M,Unspecified,40.0
1299,1962.01.14.c,1962,usa,29,"White shark, 4 m [13'] ",Jan,n,M,White,29.0
1300,1962.01.14.a,1962,australia,19,"Bronze whaler shark, 2.1 m [7'] shark",Jan,n,M,Unspecified,19.0
1301,1962.01.11.b,1962,papua new guinea,24,White shark,Jan,n,M,White,24.0
1302,1962.01.11.a,1962,new zealand,54,"36""  shark",Jan,n,F,Unspecified,54.0
1303,1962.01.01,1962,marshall islands,57,1.8 m [6'] shark,Jan,n,M,Unspecified,57.0
1304,1961.12.28.c,1961,australia,18,3 m [10'] shark,Dec,y,F,Unspecified,18.0
1305,1961.12.28.b,1961,australia,24,3 m [10'] shark,Dec,n,M,Unspecified,24.0
1306,1961.12.28.a,1961,south africa,18,Zambesi shark,Dec,n,M,Unspecified,18.0
1307,1961.12.27,1961,australia,23,"Grey nurse shark, 2.4 m [8'] ",Dec,n,M,Grey,23.0
1308,1961.12.18.a,1961,australia,22,Next morning a 3 m [10'] shark was caught that had Andrews' leg in its gut,Dec,y,M,Unspecified,22.0
1309,1961.12.13,1961,australia,17,1.8 m [6'] shark,Dec,n,M,Unspecified,17.0
1310,1961.09.24.b,1961,croatia,19,White shark,Sep,y,M,White,19.0
1311,1961.08.20,1961,usa,16,"White shark, 4 m [13'] ",Aug,n,M,White,16.0
1312,1961.08.16,1961,usa,19,White shark,Aug,n,M,White,19.0
1313,1961.08.02,1961,usa,38,2.4 m [8'] shark,Aug,n,M,Unspecified,38.0
1314,1961.07.29,1961,usa,57,"43"" shark",Jul,n,M,Unspecified,57.0
1315,1961.07.00.b,1961,italy,21,"White shark, 4.5 m ",Jul,n,M,White,21.0
1316,1961.05.21,1961,usa,20,White shark,May,n,M,White,20.0
1317,1961.05.15,1961,usa,52,"Hammerhead shark, 500-llb ",May,n,M,Unspecified,52.0
1318,1961.04.30,1961,usa,10,Shark involvement not confirmed,Apr,,M,Unspecified,10.0
1319,1961.04.21,1961,mozambique,37,Zambesi shark,Apr,n,M,Unspecified,37.0
1320,1961.04.14,1961,australia,40," ""gummy"" shark (Rhizoprionodon or Loxodon) 1.2 m [4']",Apr,n,M,Unspecified,40.0
1321,1961.04.09,1961,mozambique,38,Zambesi shark,Apr,y,M,Unspecified,38.0
1322,1961.03.18,1961,australia,24,3 m [10'] shark,Mar,n,M,Unspecified,24.0
1323,1961.03.12,1961,australia,21,"White shark, 3.7 m [12'] ",Mar,n,M,White,21.0
1324,1961.03.09,1961,north pacific ocean,33,"Grey reef shark, 1.8 m [6'] grey reef shark, identified by Dr. L.P. L. Schultz based on photographs; identified as C. melanopterus by Stewart",Mar,n,M,Grey,33.0
1325,1961.02.12,1961,south africa,27,1.5 m [5'] shark,Feb,n,M,Unspecified,27.0
1326,1961.02.01.b,1961,south africa,14,"2.1 m [7'], 90-kg shark",Feb,y,M,Unspecified,14.0
1327,1961.01.22,1961,south africa,15,White shark,Jan,n,M,White,15.0
1328,1961.01.15,1961,australia,27,"Wobbegong shark, 1.5 m [5'] ",Jan,n,M,Unspecified,27.0
1329,1961.01.06.c,1961,south africa,13,"White shark, based on bite pattern",Jan,n,M,White,13.0
1330,1960.12.24,1960,south africa,25,"White shark, 3 m [10'], tooth fragment from wounds identified as that of a white shark",Dec,y,M,White,25.0
1331,1960.12.20,1960,australia,33,"Grey nurse shark, 1m ",Dec,n,M,Grey,33.0
1332,1960.11.27,1960,australia,41,3' shark,Nov,n,M,Unspecified,41.0
1333,1960.08.10,1960,usa,15,"Lemon shark, 1164 mm, immature male, identified by  V.G. Springer",Aug,n,M,Lemon,15.0
1334,1960.07.03,1960,usa,41,"""sand shark""",Jul,n,M,Unspecified,41.0
1335,1960.06.24,1960,usa,39,"Mako shark, 1.8 m to 2.1 m [6' to 7']  with hook & wire leader caught in mouth",Jun,n,M,Unspecified,39.0
1336,1960.05.24,1960,bermuda,25,"Dusky shark, 2.7 m [9'] dusky shark C. obscurus identified by S. Springer on tooth recovered",May,n,M,Unspecified,25.0
1337,1960.05.19,1960,usa,16,"White shark, 4 m to 5 m [13' to 16.5'] ",May,n,F,White,16.0
1338,1960.04.30,1960,south africa,16,"White shark, 2.1 m [7']  based on tooth pattern",Apr,n,M,White,16.0
1339,1960.04.24,1960,usa,48,"White shark, 4.9 m [16'] ",Apr,n,M,White,48.0
1340,1960.04.14,1960,bermuda,"21, 34,24 & 35",Questionable incident,Apr,,M,Unspecified,21.0
1341,1960.04.12,1960,australia,17,"White shark, 3.7 m [12'] ",Apr,n,M,White,17.0
1342,1960.03.31,1960,usa,42,"1.2 m [4'], possibly  larger shark",Mar,n,M,Unspecified,42.0
1343,1960.02.29,1960,australia,30 & 32,Two 2.1 m [7'] sharks,Feb,n,M,Unspecified,30.0
1344,1960.02.27.a,1960,usa,36,"According to Benjamin, the injury was inflicted by a barracuda, not a shark",Feb,,M,Unspecified,36.0
1345,1960.01.16,1960,australia,13,Bull shark,Jan,y,M,Bull,13.0
1346,1959.11.29,1959,australia,19,3.5 m [11.5'] shark,Nov,n,M,Unspecified,19.0
1347,1959.11.28,1959,australia,17,"""a small shark""",Nov,n,M,Unspecified,17.0
1348,1959.11.22,1959,australia,19,3 m to 4.3 m [10' to 14'] shark,Nov,n,M,Unspecified,19.0
1349,1959.11.10,1959,usa,21,"Blue shark, 1.5 m [5'] ",Nov,n,M,Unspecified,21.0
1350,1959.10.04,1959,usa,30,"White shark, 5 m [16.5'], identified by Dr. W. I. Follett on tooth marks",Oct,n,M,White,30.0
1351,1959.10.00,1959,fiji,36,"Tiger shark, 1.8 m [6']",Oct,n,M,Tiger,36.0
1352,1959.09.26.b,1959,usa,30,"A hammerhead shark, then 8 to 10 other sharks were said to be  involved",Sep,n,M,Unspecified,30.0
1353,1959.08.20,1959,philippines,10,Shark involvement prior to death was not confirmed,Aug,,M,Unspecified,10.0
1354,1959.08.11,1959,japan,13 or 18,"Blue shark, 3 m [10']",Aug,y,M,Unspecified,13.0
1355,1959.07.28,1959,usa,25,"Hammerhead shark, 1.8 m [6'] S. zygena identified by C. Limbaugh on description",Jul,n,M,Unspecified,25.0
1356,1959.06.14.a,1959,usa,33,"Reported to involve a White shark, 6 m to 7m [20' to 23'] ",Jun,y,M,White,33.0
1357,1959.05.07,1959,usa,18,"White shark, 3 m [10']; identifed by Dr. W.I. Follett on tooth marks",May,y,M,White,18.0
1358,1959.05.03,1959,usa,19,"Tiger shark, 3.7 m [12']",May,n,M,Tiger,19.0
1359,1959.02.01,1959,south africa,14,1.8 to 2.1 m [6' to 7'] shark,Feb,n,M,Unspecified,14.0
1360,1959.01.31,1959,australia,20,"Grey nurse shark, 1.8 m [6']",Jan,n,M,Grey,20.0
1361,1959.01.17.b,1959,australia,22,Said to involve 2 sharks: 5.2 m & 6 m [17' & 20'] ,Jan,y,M,Unspecified,22.0
1362,1959.01.17.a,1959,australia,17,1.8 m [6'] shark,Jan,n,M,Unspecified,17.0
1363,1959.01.15,1959,south africa,18,"White shark, 1.8 m to 2.1 m [6' to 7']  according to Shreuder and a witness",Jan,n,M,White,18.0
1364,1958.12.13,1958,usa,15,"Tiger shark, 4.6 m to 7.6 m [15' to 25'] ",Dec,y,M,Tiger,15.0
1365,1958.12.12,1958,american samoa,22,Tiger shark,Dec,y,M,Tiger,22.0
1366,1958.11.23,1958,australia,21,12' shark,Nov,y,M,Unspecified,21.0
1367,1958.09.06,1958,bahamas,42,200-lb shark,Sep,n,M,Unspecified,42.0
1368,1958.07.27.b,1958,usa,12,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ",Jul,n,M,Tiger,12.0
1369,1958.07.27.a,1958,usa,8,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ",Jul,n,M,Tiger,8.0
1370,1958.07.04.a,1958,pacific ocean,31,Sharks averaged 1.8 m [6'] in length,Jul,n,M,Unspecified,31.0
1371,1958.07.02,1958,usa,20,"Nurse shark, 1.5 m [5']  identified by Dr. E. Clark on description of shark",Jul,n,M,Unspecified,20.0
1372,1958.07.00.b,1958,bahamas,36,"Tiger shark, <2 m TL",Jul,n,M,Tiger,36.0
1373,1958.06.26,1958,usa,59,"Nurse shark, 2.1 m [7']  identified by Dr. E. Clark on color & tooth impressions",Jun,n,M,Unspecified,59.0
1374,1958.06.24,1958,usa,17,Tiger shark?,Jun,n,M,Tiger,17.0
1375,1958.04.19,1958,taiwan,29,"Mako shark, 100-kg [221-lb] ",Apr,n,M,Unspecified,29.0
1376,1958.04.05,1958,south africa,28,3 m [10'] shark,Apr,y,F,Unspecified,28.0
1377,1958.04.03,1958,south africa,29,3 m [10'] shark,Apr,y,M,Unspecified,29.0
1378,1958.01.19,1958,australia,14,6' shark,Jan,n,M,Unspecified,14.0
1379,1957.12.30,1957,south africa,14,1.8 m [6'] shark,Dec,n,F,Unspecified,14.0
1380,1957.12.23,1957,south africa,23,>3 m [10'] shark,Dec,y,M,Unspecified,23.0
1381,1957.07.15,1957,usa,57,White shark,Jul,y,M,White,57.0
1382,1957.05.11,1957,australia,28,4.6 m [15'] shark,May,n,M,Unspecified,28.0
1383,1957.04.28,1957,usa,25,White shark,Apr,y,M,White,25.0
1384,1957.04.22,1957,usa,17,4 m [13'] shark,Apr,n,M,Unspecified,17.0
1385,1957.04.13,1957,australia,22,Shark seen feeding on turtle scraps thrown overboard prior to incident.,Apr,n,M,Unspecified,22.0
1386,1956.12.26,1956,papua new guinea,19,2.4 m [8'] tiger shark caught 40 hours later with shorts of the boy in its gut,Dec,y,M,Tiger,19.0
1387,1956.10.07,1956,senegal,19,Lemon shark,Oct,n,M,Lemon,19.0
1388,1956.08.15.a,1956,usa,10,"White shark, 2.7 m [9'] ",Aug,n,M,White,10.0
1389,1956.03.04,1956,australia,26,3.7 m [12'] shark & may have been another shark nearby,Mar,y,M,Unspecified,26.0
1390,1956.02.26,1956,australia,15,1.8 m [6'] shark,Feb,y,M,Unspecified,15.0
1391,1955.11.16,1955,papua new guinea,8,Wobbegong shark,Nov,n,M,Unspecified,8.0
1392,1955.08.08,1955,american samoa,28,Blue shark,Aug,y,M,Unspecified,28.0
1393,1955.02.06,1955,usa,19,"White shark, 5 m to 6 m [16.5' to 20] ",Feb,n,M,White,19.0
1394,1955.02.05,1955,australia,25,3.6 m  white shark  (or bronze whaler),Feb,y,M,White,25.0
1395,1955.01.17,1955,australia,13,"Bronze whaler shark,3.7 m [12'] ",Jan,y,M,Unspecified,13.0
1396,1954.06.27,1954,australia,30,2.4 m [8']  shark,Jun,n,M,Unspecified,30.0
1397,1954.01.22.a,1954,argentina,18,White shark tooth fragment recovered from ankle & identified by Dr. W. I. Follett,Jan,n,M,White,18.0
1398,1954.01.15,1954,papua new guinea,26,14' shark,Jan,n,M,Unspecified,26.0
1399,1953.08.00,1953,mexico,19,Invalid,Aug,,M,Unspecified,19.0
1400,1953.07.26,1953,usa,15,3 m [10'] shark seen in vicinity,Jul,y,M,Unspecified,15.0
1401,1953.02.15,1953,australia,25,Wobbegong shark,Feb,n,M,Unspecified,25.0
1402,1952.12.21,1952,australia,25,2.4 m [8'] shark,Dec,n,M,Unspecified,25.0
1403,1952.12.07,1952,usa,17,"White shark,4.6 m [15'] ",Dec,y,M,White,17.0
1404,1951.12.06,1951,australia,21,2.4 m [8']  shark,Dec,y,M,Unspecified,21.0
1405,1951.11.29,1951,south africa,23,"White shark, 1.8 m [6'] ",Nov,n,M,White,23.0
1406,1951.11.28.a,1951,south africa,24,"White shark, 2.4 m [8'] ",Nov,n,M,White,24.0
1407,1951.03.26,1951,australia,23,"Wobbegong shark, 4'",Mar,n,M,Unspecified,23.0
1408,1951.02.19,1951,south africa,31,136-kg [300-lb] shark,Feb,n,M,Unspecified,31.0
1409,1950.11.25,1950,australia,21,"White shark, 3m, seen in area and hooked 3 days later",Nov,n,M,White,21.0
1410,1950.10.08,1950,usa,31,White shark,Oct,n,M,White,31.0
1411,1950.10.04,1950,australia,25,4' shark,Oct,n,M,Unspecified,25.0
1412,1950.08.06,1950,el salvador,27,"1,100-lb shark",Aug,n,M,Unspecified,27.0
1413,1950.02.11,1950,south africa,14,"White shark, 3.7 m [12']  according to witnesses",Feb,y,M,White,14.0
1414,1950.00.00.i,1950,indonesia,7 or 8,"Tiger shark, 3.7 m to 4.3 m  [12' to 14']",Summer,y,M,Tiger,7.0
1415,1949.11.20,1949,australia,36,6' shark,Nov,n,M,Unspecified,36.0
1416,1949.04.17,1949,australia,13,"3.3 m [10'9""] shark",Apr,y,M,Unspecified,13.0
1417,1949.01.23,1949,australia,20,"White shark, 3.6 m [11'9""] ",Jan,y,M,White,20.0
1418,1949.01.14,1949,australia,32,Invalid,Jan,,M,Unspecified,32.0
1419,1948.09.22,1948,greece,17,Said to be 6.4 m [21'] shark,Sep,y,M,Unspecified,17.0
1420,1948.00.00.d,1948,usa,48,Nurse shark,Summer,n,M,Unspecified,48.0
1421,1947.12.21,1947,australia,9,Grey nurse shark,Dec,n,M,Grey,9.0
1422,1947.08.04,1947,usa,20,Possibly C. leucas,Aug,y,M,Unspecified,20.0
1423,1947.04.20,1947,south africa,21,"1.5 m, 45-kg shark",Apr,n,M,Unspecified,21.0
1424,1947.03.09,1947,south africa,22,"Blacktip shark, 2 m [6.75'] ",Mar,n,M,Unspecified,22.0
1425,1947.01.05,1947,south africa,18,>1.6 m shark,Jan,n,M,Unspecified,18.0
1426,1946.08.18,1946,australia,30,4.3 m [14'] shark,Aug,y,M,Unspecified,30.0
1427,1946.02.10.b,1946,australia,18,"White shark, 4.2 m [13'9""] ",Feb,n,M,White,18.0
1428,1946.01.07,1946,south africa,18,1.5 m [5'] shark,Jan,n,M,Unspecified,18.0
1429,1945.03.06,1945,south africa,37,Thought to involve a Zambesi shark,Mar,n,M,Unspecified,37.0
1430,1945.00.00.a,1945,iraq,15,Bull shark,,n,M,Bull,15.0
1431,1944.07.22,1944,south africa,17,"White shark, according to witnesses",Jul,y,M,White,17.0
1432,1943.09.23,1943,panama,20,"White shark, 2 m [6'9""]  (Tooth fragment recovered from victim's shoulder & identified by J.T. Nicholls)",Sep,y,M,White,20.0
1433,1943.07.00.a,1943,mexico,68,Invalid,Jul,,M,Unspecified,68.0
1434,1942.12.26,1942,australia,15,Bull shark,Dec,y,F,Bull,15.0
1435,1942.11.01,1942,south africa,18,"White shark, 4.5 m  to 6 m [14'9"" to 20'] according to witnesses",Nov,y,M,White,18.0
