,case_number,type,country,species_,date,mes,fatal,sexo,especie_cat,age,year,age_limpio
841,1997.08.02.a,Unprovoked,usa,"""juvenile shark""",02-Aug-1997,Aug,n,M,Unspecified,19.0,1997.0,19.0
842,1997.07.21,Unprovoked,south africa,4.5 m white shark,21-Jul-1997,Jul,y,M,White,25.0,1997.0,25.0
843,1997.07.14,Unprovoked,usa,Blacktip shark,14-Jul-1997,Jul,n,M,Unspecified,50.0,1997.0,50.0
844,1997.06.15,Unprovoked,fiji,"Tiger shark, 2.7m  [9']",15-Jun-1997,Jun,n,F,Tiger,47.0,1997.0,47.0
845,1997.06.09,Unprovoked,usa,Possibly a spinner shark,09-Jun-1997,Jun,n,M,Unspecified,18.0,1997.0,18.0
846,1997.06.02,Unprovoked,usa,1.2 m [4'] shark (spinner shark?),02-Jun-1997,Jun,n,M,Unspecified,33.0,1997.0,33.0
847,1997.05.31.c,Unprovoked,usa,4' shark,31-May-1997,May,n,M,Unspecified,35.0,1997.0,35.0
848,1997.05.31.b,Unprovoked,usa,Possibly a sand shark,31-May-1997,May,n,M,Unspecified,34.0,1997.0,34.0
849,1997.05.31.a,Unprovoked,usa,Possibly a sand shark,31-May-1997,May,n,M,Unspecified,12.0,1997.0,12.0
850,1997.02.28.a,Unprovoked,australia,"Tiger shark, 2m to 3m ",28-Feb-1997,Feb,n,M,Tiger,30.0,1997.0,30.0
851,1997.01.25,Unprovoked,australia,1.8 m to 2.1 m [6' to 7'] shark,25-Jan-1997,Jan,n,M,Unspecified,27.0,1997.0,27.0
852,1997.01.20,Unprovoked,australia,"Tiger shark, 4.5 m [14'9""]",20-Jan-1997,Jan,y,M,Tiger,41.0,1997.0,41.0
853,1996.11.29.a,Unprovoked,usa,3 m to 5 m [10' to 16.5'] white shark,29-Nov-1996,Nov,n,M,White,45.0,1996.0,45.0
854,1996.10.05.,Unprovoked,usa,5.5 m to 6 m [18' to 20'] white shark,05-Oct-1996,Oct,n,M,White,22.0,1996.0,22.0
855,1996.10.03.b,Unprovoked,usa,1.2 m [4'] shark,03-Oct-1996,Oct,n,M,Unspecified,21.0,1996.0,21.0
856,1996.10.03.a,Unprovoked,usa,5 m [16.5'] white shark,03-Oct-1996,Oct,n,M,White,31.0,1996.0,31.0
857,1996.09.06.b,Unprovoked,new zealand,White shark,06-Sep-1996,Sep,n,M,White,23.0,1996.0,23.0
858,1996.09.06.a,Unprovoked,usa,"""a young shark""",06-Sep-1996,Sep,n,M,Unspecified,19.0,1996.0,19.0
859,1996.09.01.b,Invalid,usa,Shark involvement not confirmed,01-Sep-1996,Sep,,F,Unspecified,28.0,1996.0,28.0
860,1996.09.01.a,Provoked,south africa,White shark,01-Sep-1996,Sep,n,M,White,29.0,1996.0,29.0
861,1996.08.29,Unprovoked,usa,"Tiger shark, 2.4 m [8'] ",29-Aug-1996,Aug,n,M,Tiger,19.0,1996.0,19.0
862,1996.08.13,Unprovoked,usa,6 m [20'] white shark,13-Aug-1996,Aug,n,M,White,36.0,1996.0,36.0
863,1996.08.11,Unprovoked,usa,1.8 m to 2.1 m [6' to 7'] hammerhead shark,11-Aug-1996,Aug,n,M,Unspecified,21.0,1996.0,21.0
864,1996.07.04.b,Unprovoked,usa,5' to 6' shark,04-Jul-1996,Jul,n,F,Unspecified,63.0,1996.0,63.0
865,1996.05.28,Unprovoked,south africa,2.5 m [8.25'] white shark ,28-May-1996,May,n,M,White,17.0,1996.0,17.0
866,1996.05.18,Unprovoked,usa,1.2 m [4'] shark,18-May-1996,May,n,M,Unspecified,22.0,1996.0,22.0
867,1996.05.07,Unprovoked,usa,60 cm to 90 cm [2' to 3'] blacktip or spinner shark,07-May-1996,May,n,M,Unspecified,27.0,1996.0,27.0
868,1996.03.05,Unprovoked,australia,Tiger shark,05-Mar-1996,Mar,n,F,Tiger,47.0,1996.0,47.0
869,1996.02.26,Unprovoked,australia,Bronze whaler shark,26-Feb-1996,Feb,n,M,Unspecified,24.0,1996.0,24.0
870,1996.02.04,Unprovoked,australia,"""reef shark""",04-Feb-1996,Feb,n,M,Unspecified,7.0,1996.0,7.0
871,1996.01.16,Unprovoked,usa,Possibly a tiger shark,16-Jan-1996,Jan,n,M,Tiger,53.0,1996.0,53.0
872,1996.01.10,Unprovoked,reunion,"Tiger shark, 300-kg [662-lb] ",10-Jan-1996,Jan,y,M,Tiger,25.0,1996.0,25.0
873,1995.10.11,Unprovoked,australia,4 m shark,11-Oct-1995,Oct,n,F,Unspecified,15.0,1995.0,15.0
874,1995.10.01,Unprovoked,usa,1.2 m to 1.5 m [4' to 5']   shark,01-Oct-1995,Oct,n,M,Unspecified,39.0,1995.0,39.0
875,1995.09.30.b,Unprovoked,usa,1.5 to 1.8 m [5' to 6'] shark,30-Sep-1995,Sep,n,M,Unspecified,14.0,1995.0,14.0
876,1995.09.28,Unprovoked,usa,4 m [13'] white shark,28-Sep-1995,Sep,n,M,White,25.0,1995.0,25.0
877,1995.09.11,Unprovoked,australia,White shark,11-Sep-1995,Sep,y,M,White,29.0,1995.0,29.0
878,1995.09.03.b,Unprovoked,usa,3 m to 4 m [10' to 13'] white shark,03-Sep-1995,Sep,n,M,White,32.0,1995.0,32.0
879,1995.08.26/b,Unprovoked,usa,5' shark,26-Aug-1995,Aug,n,M,Unspecified,16.0,1995.0,16.0
880,1995.08.26.a,Unprovoked,usa,"""a small shark""",26-Aug-1995,Aug,n,M,Unspecified,18.0,1995.0,18.0
881,1995.08.25,Unprovoked,usa,1.2 m to 1.5 m [4' to 5'] shark,25-Aug-1995,Aug,n,M,Unspecified,16.0,1995.0,16.0
882,1995.08.22.c,Unprovoked,usa,"""sand"" shark",22-Aug-1995,Aug,n,M,Unspecified,23.0,1995.0,23.0
883,1995.08.22.a,Unprovoked,usa,"""small shark""",22-Aug-1995,Aug,n,M,Unspecified,19.0,1995.0,19.0
884,1995.08.19,Unprovoked,tonga,"""small shark""",19-Aug-1995,Aug,n,M,Unspecified,18.0,1995.0,18.0
885,1995.08.15,Unprovoked,usa,1.8 m [6'] shark,15-Aug-1995,Aug,n,M,Unspecified,20.0,1995.0,20.0
886,1995.08.07,Unprovoked,usa,1.2 m to 1.5 m [4' to 5'] shark,07-Aug-1995,Aug,n,M,Unspecified,12.0,1995.0,12.0
887,1995.06.30,Unprovoked,usa,6 m [20'] white shark,30-Jun-1995,Jun,n,M,White,31.0,1995.0,31.0
888,1995.06.17.a,Unprovoked,usa,1.8 m [6'] shark,17-Jun-1995,Jun,n,M,Unspecified,45.0,1995.0,45.0
889,1995.06.16,Unprovoked,usa,6' shark,16-Jun-1995,Jun,n,F,Unspecified,10.0,1995.0,10.0
890,1995.06.14,Unprovoked,usa,"Tiger shark, 3.7 m [12'] ",14-Jun-1995,Jun,n,M,Tiger,38.0,1995.0,38.0
891,1995.06.02,Unprovoked,hong kong,1.8 m to 2.1 m [6' to 7'] shark,02-Jun-1995,Jun,y,M,Unspecified,29.0,1995.0,29.0
892,1995.04.09.a,Unprovoked,japan,6 m [20'] white shark,09-Apr-1995,Apr,y,M,White,47.0,1995.0,47.0
893,1995.03.11,Unprovoked,australia,"Bronze whaler shark, 2 m ",11-Mar-1995,Mar,n,M,Unspecified,35.0,1995.0,35.0
894,1995.02.19,Unprovoked,south africa,Raggedtooth shark,19-Feb-1995,Feb,n,M,Unspecified,22.0,1995.0,22.0
895,1995.01.24,Unprovoked,south africa,"Tiger shark, 1.8 m [6'] ",24-Jan-1995,Jan,y,M,Tiger,14.0,1995.0,14.0
896,1994.12.30,Unprovoked,south africa,5.5 m [18'] white shark,30-Dec-1994,Dec,n,M,White,26.0,1994.0,26.0
897,1994.12.09.a,Unprovoked,usa,5 m to 5.5 m [16.5' to 18'] white shark,09-Dec-1994,Dec,y,M,White,42.0,1994.0,42.0
898,1994.11.13,Unprovoked,usa,2.7 m [9'] shark,13-Nov-1994,Nov,n,F,Unspecified,34.0,1994.0,34.0
899,1994.10.08,Provoked,usa,Thought to involve a small sand shark,09-Oct-1994,Oct,n,F,Unspecified,9.0,1994.0,9.0
900,1994.09.21,Unprovoked,usa,5 m [16.5'] white shark,21-Sep-1994,Sep,n,M,White,43.0,1994.0,43.0
901,1994.09.05,Unprovoked,usa,Small shark,05-Sep-1994,Sep,n,F,Unspecified,12.0,1994.0,12.0
902,1994.07.09.c,Unprovoked,reunion,3 to 3.5 m [10' to 11.5'] bull shark,09-Jul-1994,Jul,y,M,Bull,24.0,1994.0,24.0
903,1994.07.09.b,Unprovoked,south africa,4 m [13'] white shark,09-Jul-1994,Jul,y,M,White,22.0,1994.0,22.0
904,1994.07.09.a,Unprovoked,south africa,4 m [13'] white shark,09-Jul-1994,Jul,n,M,White,31.0,1994.0,31.0
905,1994.07.08.a,Unprovoked,usa,"""small shark""",08-Jul-1994,Jul,n,M,Unspecified,15.0,1994.0,15.0
906,1994.06.24,Unprovoked,bahamas,1.8 m [6'] shark,24-Jun-1994,Jun,n,M,Unspecified,30.0,1994.0,30.0
907,1994.05.31.a,Unprovoked,usa,1.2 m [4'] spinner shark,31-May-1994,May,n,M,Unspecified,28.0,1994.0,28.0
908,1994.05.15,Unprovoked,usa,>1.8 m [6'] shark,15-May-1994,May,n,M,Unspecified,22.0,1994.0,22.0
909,1994.02.19,Unprovoked,usa,1.2 m [4'] shark,19-Feb-1994,Feb,n,M,Unspecified,23.0,1994.0,23.0
910,1994.02.12,Unprovoked,south africa,3 m [10'] white shark,12-Feb-1994,Feb,n,M,White,15.0,1994.0,15.0
911,1994.01.03,Unprovoked,south africa,"1.3 m [4'3""] shark",03-Jan-1994,Jan,n,M,Unspecified,33.0,1994.0,33.0
912,1993.11.21,Unprovoked,australia,Tiger shark caught 6 days later with divers remains in its gut,21-Nov-1993,Nov,y,M,Tiger,27.0,1993.0,27.0
913,1993.10.30,Unprovoked,usa,4 m to 5 m [13' to 16.5'] white shark,30-Oct-1993,Oct,n,M,White,26.0,1993.0,26.0
914,1993.10.26,Unprovoked,usa,3 m [10'] bull shark,26-Oct-1993,Oct,n,F,Bull,26.0,1993.0,26.0
915,1993.10.10,Boating,usa,>6 m [20'] white shark,10-Oct-1993,Oct,n,F,White,34.0,1993.0,34.0
916,1993.09.26,Unprovoked,south africa,3 m [10'] white shark,26-Sep-1993,Sep,n,M,White,36.0,1993.0,36.0
917,1993.09.03,Unprovoked,spain,1.2 m [4'] shark,03-Sep-1993,Sep,n,M,Unspecified,25.0,1993.0,25.0
918,1993.08.21,Unprovoked,bahamas,1.8 m [6'] blacktip shark or Caribbean reef shark,21-Aug-1993,Aug,n,M,Unspecified,51.0,1993.0,51.0
919,1993.08.15.a,Unprovoked,usa,Bull shark,15-Aug-1993,Aug,n,F,Bull,19.0,1993.0,19.0
920,1993.08.12,Unprovoked,usa,5.5 m to 6 m [18' to 20']  white shark,12-Aug-1993,Aug,n,M,White,39.0,1993.0,39.0
921,1993.07.30,Unprovoked,south africa,4 m [13'] white shark,30-Jul-1993,Jul,n,M,White,28.0,1993.0,28.0
922,1993.07.07,Unprovoked,usa,"1.8 m to 2.4 m [6' to 8'] shark, tooth fragments recovered ",07-Jul-1993,Jul,n,F,Unspecified,12.0,1993.0,12.0
923,1993.06.10,Unprovoked,usa,Thought to involve a tiger shark,10-Jun-1993,Jun,n,M,Tiger,22.0,1993.0,22.0
924,1993.06.09,Unprovoked,australia,Remains recovered from 5.5 m [18'] white shark,09-Jun-1993,Jun,y,M,White,31.0,1993.0,31.0
925,1993.06.05,Unprovoked,australia,5 m [16.5'] white shark,05-Jun-1993,Jun,y,F,White,34.0,1993.0,34.0
926,1993.06.00,Unprovoked,usa,6' shark,Jun-1993,Jun,n,F,Unspecified,60.0,1993.0,60.0
927,1993.03.14,Unprovoked,usa,"Tiger shark, 3.7 m [12'], (tooth fragment recovered from wound)",14-Mar-1993,Mar,n,M,Tiger,35.0,1993.0,35.0
928,1993.03.12,Unprovoked,usa,White shark,12-Mar-1993,Mar,n,M,White,55.0,1993.0,55.0
929,1993.02.04,Provoked,australia,"Bronze whaler shark, 1.5 m ",04-Feb 1993,Feb,n,M,Unspecified,25.0,1993.0,25.0
930,1993.01.05,Unprovoked,australia,1.5 m shark,05-Jan-1993,Jan,n,M,Unspecified,21.0,1993.0,21.0
931,1993.01.02,Unprovoked,usa,6 m [20'] white shark,02-Jan-1993,Jan,n,M,White,29.0,1993.0,29.0
932,1992.12.28,Unprovoked,usa,"Tiger shark, 2.4 m [8']",28-Dec-1992,Dec,n,M,Tiger,10.0,1992.0,10.0
933,1992.12.23,Unprovoked,usa,"Tiger shark, 3 m to 4.9 m [10' to 16'] ",23-Dec-1992,Dec,n,M,Tiger,30.0,1992.0,30.0
934,1992.11.29,Unprovoked,usa,"Mako shark, 1.8 m [6']  ",29-Nov-1992,Nov,n,M,Unspecified,31.0,1992.0,31.0
935,1992.11.25.a,Unprovoked,usa,6' to 7' blacktip shark,25-Nov-1992,Nov,n,M,Unspecified,19.0,1992.0,19.0
936,1992.11.14,Boating,usa,5 m to 6 m white shark,14-Nov-1992,Nov,n,M,White,46.0,1992.0,46.0
937,1992.11.11,Unprovoked,usa,Unidentified shark,11-Nov-1992,Nov,n,M,Unspecified,40.0,1992.0,40.0
938,1992.11.05.a,Unprovoked,usa,"Tiger shark, 3 m to 3.7 m [10' to 12'] ",05-Nov-1992,Nov,y,M,Tiger,18.0,1992.0,18.0
939,1992.10.29,Unprovoked,usa,2.5 m [8.25'] white shark,29-Oct-1992,Oct,n,M,White,40.0,1992.0,40.0
940,1992.10.22,Unprovoked,usa,"Tiger shark, 4.3 m [14'] ",22-Oct-1992,Oct,n,M,Tiger,28.0,1992.0,28.0
941,1992.10.01,Unprovoked,australia,4.2 m white shark,01-Oct-1992,Oct,y,M,White,28.0,1992.0,28.0
942,1992.09.13,Unprovoked,usa,4 m to 5 m [13' to 16.5']  white shark ,13-Sep-1992,Sep,n,M,White,20.0,1992.0,20.0
943,1992.08.25,Unprovoked,australia,4 m white shark,25-Aug-1992,Aug,n,M,White,17.0,1992.0,17.0
944,1992.08.18,Unprovoked,usa,5.5 m to 6 m [18' to 20'] white shark,18-Aug-1992,Aug,n,M,White,22.0,1992.0,22.0
945,1992.07.21,Unprovoked,usa,"""a small shark""",21-Jul-1992,Jul,n,F,Unspecified,42.0,1992.0,42.0
946,1992.06.28.a,Unprovoked,reunion,Bull shark or lemon shark,28-Jun-1992,Jun,y,M,Lemon,16.0,1992.0,16.0
947,1992.04.09,Unprovoked,south africa,>2 m shark,09-Apr-1992,Apr,n,M,Unspecified,35.0,1992.0,35.0
948,1992.03.28,Unprovoked,usa,Tiger shark,28-Mar-1992,Mar,n,F,Tiger,36.0,1992.0,36.0
949,1992.03.08.c,Unprovoked,japan,"5 m [16.5'] white shark, identification by K. Nakaya",08-Mar-1992,Mar,y,M,White,41.0,1992.0,41.0
950,1992.03.08.a,Unprovoked,usa,Said to involve a 6 m to 7 m [20' to 23'] white shark,08-Mar-1992,Mar,n,M,White,21.0,1992.0,21.0
951,1992.02.09,Invalid,australia,Questionable incident,09-Feb-1992,Feb,,M,Unspecified,19.0,1992.0,19.0
952,1992.01.29.a,Unprovoked,australia,"Bronze whaler shark, 2.3 m [7.5'] ",29-Jan-1992,Jan,n,M,Unspecified,19.0,1992.0,19.0
953,1992.01.23,Unprovoked,south africa,"Zambesi shark, 1.7 m [5.5'] ",23-Jan-1992,Jan,n,M,Unspecified,19.0,1992.0,19.0
954,1992.01.08,Unprovoked,south africa,Possibly a 1.5 m [5'] blacktip shark,08-Jan-1992,Jan,n,M,Unspecified,36.0,1992.0,36.0
955,1991.12.04,Unprovoked,usa,6 m [20'] white shark,04-Dec-1991,Dec,n,M,White,25.0,1991.0,25.0
956,1991.11.26.b,Unprovoked,usa,"Tiger shark, 2.4 m 3.4 m [8' to 11']  ",26-Nov-1991,Nov,y,F,Tiger,41.0,1991.0,41.0
957,1991.10.12,Unprovoked,usa,1.8 m [6'] shark,12-Oct-1991,Oct,n,M,Unspecified,21.0,1991.0,21.0
958,1991.10.05,Unprovoked,usa,5 m to 6 m [16.5' to 20'] white shark,05-Oct-1991,Oct,n,M,White,32.0,1991.0,32.0
959,1991.09.08,Unprovoked,australia,4 m [13'] white shark,08-Sep-1991,Sep,y,M,White,19.0,1991.0,19.0
960,1991.08.30,Provoked,australia,"3 m [10'], 270- kg [595-lb] shark",30-Aug-1991,Aug,n,M,Unspecified,36.0,1991.0,36.0
961,1991.08.26,Unprovoked,usa,sand shark,26-Aug-1991,Aug,n,M,Unspecified,23.0,1991.0,23.0
962,1991.08.12,Unprovoked,usa,3' shark,12-Aug-1991,Aug,n,F,Unspecified,10.0,1991.0,10.0
963,1991.07.30,Boating,italy,4 m [13'] white shark,30-Jul-1991,Jul,n,F,White,40.0,1991.0,40.0
964,1991.07.01.b,Unprovoked,reunion,"Tiger shark, 3 to 4 m [10' to 13'] ",01-Jul-1991,Jul,n,M,Tiger,30.0,1991.0,30.0
965,1991.07.01.a,Unprovoked,usa,5 m [16.5'] white shark,01-Jul-1991,Jul,n,M,White,32.0,1991.0,32.0
966,1991.06.07.b,Unprovoked,usa,2.7 m [9'] bull or lemon shark,07-Jun-1991,Jun,n,M,Lemon,31.0,1991.0,31.0
967,1991.06.07.a,Unprovoked,hong kong,"Tiger shark, >3 m [10']",07-Jun-1991,Jun,y,F,Tiger,65.0,1991.0,65.0
968,1991.05.26,Unprovoked,usa,2.4 m [8'] shark,26-May-1991,May,n,M,Unspecified,23.0,1991.0,23.0
969,1991.04.16.a,Unprovoked,usa,1.2 m to 1.5 m [4' to 5'] shark,16-Apr-1991,Apr,n,M,Unspecified,22.0,1991.0,22.0
970,1991.02.24,Unprovoked,usa,5.5 m [18'] white shark,24-Feb-1991,Feb,n,M,White,38.0,1991.0,38.0
971,1991.02.12,Unprovoked,south africa,5.5 m [18'] white shark,12-Feb-1991,Feb,n,M,White,20.0,1991.0,20.0
972,1990.11.01,Unprovoked,usa,5' shark,01-Nov-1990,Nov,n,M,Unspecified,24.0,1990.0,24.0
973,1990.10.30.b,Unprovoked,usa,1.8 m [6'] shark ,30-Oct-1990,Oct,n,M,Unspecified,50.0,1990.0,50.0
974,1990.10.20,Unprovoked,usa,4' spinner shark,20-Oct-1990,Oct,n,M,Unspecified,25.0,1990.0,25.0
975,1990.10.15,Unprovoked,usa,"Tiger shark, 3.7 m [12'] ",15-Oct-1990,Oct,n,M,Tiger,43.0,1990.0,43.0
976,1990.10.12,Unprovoked,usa,1.8 m to 2.4 m [6' to 8'] shark,12-Oct-1990,Oct,n,M,Unspecified,19.0,1990.0,19.0
977,1990.09.15,Unprovoked,south africa,5 m  [16.5'] white shark,15-Sep-1990,Sep,n,M,White,26.0,1990.0,26.0
978,1990.09.08,Unprovoked,usa,White shark,08-Sep-1990,Sep,n,M,White,49.0,1990.0,49.0
979,1990.09.05,Boating,usa,2.5 m to 3 m [8.25' to 10']  white shark,05-Sep-1990,Sep,n,M,White,44.0,1990.0,44.0
980,1990.08.28,Unprovoked,usa,5 m to 6 m [16.5' to 20'] white shark,28-Aug-1990,Aug,n,M,White,22.0,1990.0,22.0
981,1990.06.24,Unprovoked,south africa,"4.5 m [14'9""] white shark",24-Jun-1990,Jun,y,F,White,21.0,1990.0,21.0
982,1990.05.06,Unprovoked,south africa,"5.5 m [18'] white shark, identified by witnesses & tooth marks",06-May-1990,May,n,M,White,22.0,1990.0,22.0
983,1990.04.14,Unprovoked,south africa,"2.3 m [7.5'] white shark, identified by M. Smale",14-Apr-1990,Apr,n,M,White,23.0,1990.0,23.0
984,1990.04.09,Unprovoked,australia,"Tiger shark, 3 m ",09-Apr-1990,Apr,n,M,Tiger,31.0,1990.0,31.0
985,1989.11.18,Unprovoked,south africa,White shark,18-Nov-1989,Nov,y,M,White,29.0,1989.0,29.0
986,1989.10.22,Unprovoked,australia,2.7 m [9'] white shark,22-Oct-1989,Oct,n,M,White,17.0,1989.0,17.0
987,1989.10.11,Unprovoked,usa,4' shark,11-Oct-1989,Oct,n,M,Unspecified,12.0,1989.0,12.0
988,1989.10.08,Invalid,usa,Shark involvement suspected but not confirmed,08-Oct-1989,Oct,,M,Unspecified,49.0,1989.0,49.0
989,1989.09.17,Unprovoked,south africa,"White shark, identified by tooth pattern",17-Sep-1989,Sep,n,M,White,29.0,1989.0,29.0
990,1989.09.13,Provoked,usa,150-lb shark,13-Sep-1989,Sep,n,M,Unspecified,51.0,1989.0,51.0
991,1989.09.09.b,Unprovoked,usa,4 m to 5 m [13' to 16.5']  white shark,09-Sep-1989,Sep,n,M,White,38.0,1989.0,38.0
992,1989.08.29,Provoked,australia,Grey nurse shark,29-Aug-1989,Aug,n,M,Grey,30.0,1989.0,30.0
993,1989.08.22.a,Unprovoked,south africa,>3.4 m [11'] white shark,22-Aug-1989,Aug,n,M,White,21.0,1989.0,21.0
994,1989.08.13,Unprovoked,australia,"Bronze whaler shark, 3 m [10'] ",13-Aug-1989,Aug,n,M,Unspecified,17.0,1989.0,17.0
995,1989.07.20,Unprovoked,south africa,2.5 m [8.25'] white shark,20-Jul-1989,Jul,n,M,White,34.0,1989.0,34.0
996,1989.06.05,Unprovoked,south africa,3 m [10'] white shark,05-Jun-1989,Jun,n,M,White,16.0,1989.0,16.0
997,1989.06.03,Unprovoked,south africa,2.5 m [8.25'] white shark,03-Jun-1989,Jun,n,M,White,28.0,1989.0,28.0
998,1989.03.09,Unprovoked,australia,2 m [6.75'] white shark,09-Mar-1989,Mar,y,M,White,27.0,1989.0,27.0
999,1989.02.02,Unprovoked,italy,6 m [20'] white shark,02-Feb-1989,Feb,y,M,White,47.0,1989.0,47.0
1000,1989.01.26.b,Invalid,usa,Invalid,26-Jan-1989,Jan,,M,Unspecified,24.0,1989.0,24.0
1001,1989.01.26.a,Unprovoked,usa,5 m [16.5'] white shark,26-Jan-1989,Jan,y,F,White,24.0,1989.0,24.0
1002,1989.01.03,Unprovoked,australia,"Tiger shark, 4 m [13'] ",03-Jan-1989,Jan,n,M,Tiger,17.0,1989.0,17.0
1003,1988.10.23,Unprovoked,usa,5.5 m to 6 m [18' to 20']  white shark,23-Oct-1988,Oct,n,M,White,21.0,1988.0,21.0
1004,1988.10.11,Unprovoked,usa,1.2 m to 1.5 m [4' to 5'] shark,11-Oct-1988,Oct,n,M,Unspecified,30.0,1988.0,30.0
1005,1988.10.10,Unprovoked,usa,1.2 m to 1.5 m [4' to 5'] shark,10-Oct-1988,Oct,n,M,Unspecified,23.0,1988.0,23.0
1006,1988.09.28,Unprovoked,usa,5' shark,28-Sep-1988,Sep,n,M,Unspecified,21.0,1988.0,21.0
1007,1988.09.13.a,Unprovoked,usa,3 m [10'] bull shark,13-Sep-1988,Sep,y,M,Bull,38.0,1988.0,38.0
1008,1988.08.11,Unprovoked,usa,2.4 m to 3 m [8' to 10'] white shark,11-Aug-1988,Aug,n,M,White,27.0,1988.0,27.0
1009,1988.06.19,Unprovoked,south africa,White shark,16-Jun-1988,Jun,n,M,White,36.0,1988.0,36.0
1010,1988.06.09,Unprovoked,usa,Sand shark?,09-Jun-1988,Jun,n,M,Unspecified,37.0,1988.0,37.0
1011,1988.06.01,Unprovoked,usa,1.8 m to 2.4 m [6' to 8'] shark,01-Jun-1988,Jun,n,M,Unspecified,25.0,1988.0,25.0
1012,1988.03.16,Unprovoked,south africa,1.5 m to 2 m [5' to 6.75'] shark,16-Mar-1988,Mar,n,M,Unspecified,17.0,1988.0,17.0
1013,1988.02.14,Unprovoked,south africa,"1 m ""grey-colored"" shark",14-Feb-1988,Feb,n,M,Grey,20.0,1988.0,20.0
1014,1988.02.13,Unprovoked,south africa,Zambezi shark (tooth fragments recovered),13-Feb-1988,Feb,n,F,Unspecified,15.0,1988.0,15.0
1015,1988.01.27,Invalid,south africa,Shark involvement not confirmed,27-Jan-1988,Jan,,M,Unspecified,22.0,1988.0,22.0
1016,1988.01.06,Provoked,south africa,1.5 m copper shark,06-Jan-1988,Jan,n,M,Unspecified,33.0,1988.0,33.0
1017,1987.12.17,Unprovoked,usa,1.8 m [6'] blacktip shark,17-Dec-1987,Dec,n,M,Unspecified,16.0,1987.0,16.0
1018,1987.10.26,Unprovoked,usa,2 m [6.75'] shark,26-Oct-1987,Oct,n,M,Unspecified,20.0,1987.0,20.0
1019,1987.10.25,Invalid,south africa,Questionable incident,25-Oct-1987,Oct,,M,Unspecified,14.0,1987.0,14.0
1020,1987.10.11,Unprovoked,south africa,White shark,11-Oct-1987,Oct,n,M,White,21.0,1987.0,21.0
1021,1987.09.13,Unprovoked,south africa,3.5 m [11.5']  white shark,13-Sep-1987,Sep,n,M,White,24.0,1987.0,24.0
1022,1987.08.20,Unprovoked,usa,1.2 m to 1.5 m [4' to 5'] shark,20-Aug-1987,Aug,n,M,Unspecified,12.0,1987.0,12.0
1023,1987.08.15,Unprovoked,usa,5.7 m white shark,15-Aug-1987,Aug,n,M,White,40.0,1987.0,40.0
1024,1987.07.21,Unprovoked,usa,3' to 4' shark,21-Jul-1987,Jul,n,M,Unspecified,27.0,1987.0,27.0
1025,1987.07.12.b,Unprovoked,usa,4' shark,12-Jul-1987,Jul,n,F,Unspecified,32.0,1987.0,32.0
1026,1987.07.12.a,Unprovoked,usa,4' shark,12-Jul-1987,Jul,n,F,Unspecified,16.0,1987.0,16.0
1027,1987.04.01,Unprovoked,vanuatu,4.3 m shark,01-Apr-1987,Apr,y,M,Unspecified,8.0,1987.0,8.0
1028,1987.01.28,Unprovoked,south africa,>2.5 m [8.25'] white shark,28-Jan-1987,Jan,n,M,White,30.0,1987.0,30.0
1029,1986.12.22,Unprovoked,south africa,3 m [10'] white shark,22-Dec-1986,Dec,y,M,White,21.0,1986.0,21.0
1030,1986.12.11,Unprovoked,usa,1.8 m to 2.1 m [6' to 7'] spinner or blacktip shark,11-Dec-1986,Dec,n,M,Unspecified,40.0,1986.0,40.0
1031,1986.12.06.a,Unprovoked,usa,5 m to 6 m [16.5' to 20'] white shark,06-Dec-1986,Dec,n,M,White,27.0,1986.0,27.0
1032,1986.10.03,Unprovoked,usa,"Lemon shark, 1.8 m to 2.4 m [6' to 8'], tooth fragment recovered",03-Oct-1986,Oct,n,F,Lemon,6.0,1986.0,6.0
1033,1986.10.05,Unprovoked,south africa,1.6 m shark,05-Oct-1986,Oct,n,M,Unspecified,32.0,1986.0,32.0
1034,1986.08.10,Invalid,south africa,Invalid,10-Aug-1986,Aug,,M,Unspecified,35.0,1986.0,35.0
1035,1986.07.00.a,Unprovoked,south africa,1.2 m [4'] dusky shark,Jul-1986,Jul,n,M,Unspecified,26.0,1986.0,26.0
1036,1986.03.15,Unprovoked,south africa,>1 m shark,15-Mar-1986,Mar,n,M,Unspecified,26.0,1986.0,26.0
1037,1986.02.18,Unprovoked,south africa,>2.4 m [8'] white shark,18-Feb-1986,Feb,n,M,White,21.0,1986.0,21.0
1038,1986.02.07,Unprovoked,south africa,Raggedtooth shark,07-Feb-1986,Feb,n,M,Unspecified,46.0,1986.0,46.0
1039,1986.02.06,Unprovoked,south africa,"Raggedtooth shark, 2 m [6.75'] ",06-Feb-1986,Feb,n,M,Unspecified,29.0,1986.0,29.0
1040,1986.02.01,Unprovoked,australia,"Bronze whaler shark, 3.5 m ",01-Feb-1986,Feb,n,M,Unspecified,29.0,1986.0,29.0
1041,1986.01.12,Unprovoked,usa,Blacktip shark,12-Jan-1986,Jan,n,M,Unspecified,22.0,1986.0,22.0
1042,1986.00.00,Unprovoked,usa,1.5 m [5'] shark,1986,,n,M,Unspecified,16.0,1986.0,16.0
1043,1985.10.24,Unprovoked,south africa,2.5 m [8.25'] white shark,24-Oct-1985,Oct,n,M,White,22.0,1985.0,22.0
